site_name,population_id,admit_year,age_band,sex_group,state_fips,hospitalizations,deaths,mortality_pct
UCMC,all_icu_adult,2022,18-39,Female,12,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,13,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,17,322,25,
UCMC,all_icu_adult,2022,18-39,Female,18,46,<10,
UCMC,all_icu_adult,2022,18-39,Female,19,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,23,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,26,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,27,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,47,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,48,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,06,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,13,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,17,464,41,
UCMC,all_icu_adult,2022,18-39,Male,18,97,10,
UCMC,all_icu_adult,2022,18-39,Male,19,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,23,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,24,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,33,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,39,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,42,<10,<10,
UCMC,all_icu_adult,2022,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,06,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,12,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,17,804,114,
UCMC,all_icu_adult,2022,40-64,Female,18,103,19,
UCMC,all_icu_adult,2022,40-64,Female,19,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,24,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,28,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,29,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,36,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,38,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,39,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,47,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,48,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,49,<10,<10,
UCMC,all_icu_adult,2022,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,01,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,02,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,04,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,10,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,12,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,17,1129,168,
UCMC,all_icu_adult,2022,40-64,Male,18,176,23,
UCMC,all_icu_adult,2022,40-64,Male,19,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,21,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,22,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,25,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,26,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,27,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,28,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,32,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,34,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,36,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,41,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,49,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,53,<10,<10,
UCMC,all_icu_adult,2022,40-64,Male,55,13,<10,
UCMC,all_icu_adult,2022,65-74,Female,02,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,17,531,98,
UCMC,all_icu_adult,2022,65-74,Female,18,61,<10,
UCMC,all_icu_adult,2022,65-74,Female,26,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,29,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,42,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,47,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,48,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,53,<10,<10,
UCMC,all_icu_adult,2022,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,04,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,08,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,11,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,17,629,94,
UCMC,all_icu_adult,2022,65-74,Male,18,134,14,
UCMC,all_icu_adult,2022,65-74,Male,21,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,24,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,26,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,27,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,29,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,30,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,32,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,39,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,42,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,45,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,46,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,47,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2022,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2022,75+,Female,12,<10,<10,
UCMC,all_icu_adult,2022,75+,Female,17,493,116,
UCMC,all_icu_adult,2022,75+,Female,18,56,10,
UCMC,all_icu_adult,2022,75+,Female,19,<10,<10,
UCMC,all_icu_adult,2022,75+,Female,24,<10,<10,
UCMC,all_icu_adult,2022,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2022,75+,Female,48,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,04,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,06,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,13,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,17,371,94,
UCMC,all_icu_adult,2022,75+,Male,18,63,11,
UCMC,all_icu_adult,2022,75+,Male,19,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,24,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,29,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,37,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,47,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,48,<10,<10,
UCMC,all_icu_adult,2022,75+,Male,51,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,13,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,15,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,17,335,24,
UCMC,all_icu_adult,2023,18-39,Female,18,48,<10,
UCMC,all_icu_adult,2023,18-39,Female,19,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,22,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,25,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,26,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,39,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,47,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,51,<10,<10,
UCMC,all_icu_adult,2023,18-39,Female,55,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,06,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,08,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,12,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,17,516,46,
UCMC,all_icu_adult,2023,18-39,Male,18,109,10,
UCMC,all_icu_adult,2023,18-39,Male,21,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,22,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,26,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,27,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,29,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,36,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,37,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,39,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,47,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,48,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,51,<10,<10,
UCMC,all_icu_adult,2023,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,04,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,05,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,13,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,17,848,112,
UCMC,all_icu_adult,2023,40-64,Female,18,128,16,
UCMC,all_icu_adult,2023,40-64,Female,19,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,28,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,29,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,37,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,39,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,42,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,45,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,49,<10,<10,
UCMC,all_icu_adult,2023,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,01,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,02,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,05,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,12,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,17,1142,158,
UCMC,all_icu_adult,2023,40-64,Male,18,155,10,
UCMC,all_icu_adult,2023,40-64,Male,20,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,24,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,26,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,27,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,36,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,41,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2023,40-64,Male,55,13,<10,
UCMC,all_icu_adult,2023,65-74,Female,04,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,06,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,16,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,17,536,105,
UCMC,all_icu_adult,2023,65-74,Female,18,71,11,
UCMC,all_icu_adult,2023,65-74,Female,19,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,24,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,26,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,27,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,28,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,42,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,45,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,47,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,48,<10,<10,
UCMC,all_icu_adult,2023,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,04,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,05,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,08,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,13,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,17,630,99,
UCMC,all_icu_adult,2023,65-74,Male,18,130,17,
UCMC,all_icu_adult,2023,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,24,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,26,14,<10,
UCMC,all_icu_adult,2023,65-74,Male,27,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,29,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,32,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,51,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,53,<10,<10,
UCMC,all_icu_adult,2023,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,04,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,13,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,17,507,126,
UCMC,all_icu_adult,2023,75+,Female,18,48,<10,
UCMC,all_icu_adult,2023,75+,Female,19,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,39,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,47,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,51,<10,<10,
UCMC,all_icu_adult,2023,75+,Female,55,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,01,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,17,407,78,
UCMC,all_icu_adult,2023,75+,Male,18,63,<10,
UCMC,all_icu_adult,2023,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,29,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,34,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,36,<10,<10,
UCMC,all_icu_adult,2023,75+,Male,55,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,02,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,17,317,15,
UCMC,all_icu_adult,2024,18-39,Female,18,38,<10,
UCMC,all_icu_adult,2024,18-39,Female,21,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,25,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,26,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,27,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,34,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,40,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,45,<10,<10,
UCMC,all_icu_adult,2024,18-39,Female,55,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,05,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,12,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,17,517,46,
UCMC,all_icu_adult,2024,18-39,Male,18,94,<10,
UCMC,all_icu_adult,2024,18-39,Male,24,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,26,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,27,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,32,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,42,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,48,<10,<10,
UCMC,all_icu_adult,2024,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,04,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,05,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,06,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,17,827,105,
UCMC,all_icu_adult,2024,40-64,Female,18,116,16,
UCMC,all_icu_adult,2024,40-64,Female,21,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,28,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,39,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,47,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,48,<10,<10,
UCMC,all_icu_adult,2024,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,01,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,02,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,04,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,05,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,12,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,17,1217,165,
UCMC,all_icu_adult,2024,40-64,Male,18,187,18,
UCMC,all_icu_adult,2024,40-64,Male,19,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,24,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,26,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,27,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,28,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,32,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,37,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,40,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,41,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,42,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,45,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,46,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,47,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,53,<10,<10,
UCMC,all_icu_adult,2024,40-64,Male,55,<10,<10,
UCMC,all_icu_adult,2024,65-74,Female,06,<10,<10,
UCMC,all_icu_adult,2024,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2024,65-74,Female,17,575,84,
UCMC,all_icu_adult,2024,65-74,Female,18,73,11,
UCMC,all_icu_adult,2024,65-74,Female,26,<10,<10,
UCMC,all_icu_adult,2024,65-74,Female,39,<10,<10,
UCMC,all_icu_adult,2024,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,02,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,05,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,08,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,16,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,17,695,112,
UCMC,all_icu_adult,2024,65-74,Male,18,140,10,
UCMC,all_icu_adult,2024,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,24,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,26,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,27,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,29,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,40,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,42,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,45,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,47,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,51,<10,<10,
UCMC,all_icu_adult,2024,65-74,Male,55,10,<10,
UCMC,all_icu_adult,2024,65-74,Male,56,<10,<10,
UCMC,all_icu_adult,2024,75+,Female,13,<10,<10,
UCMC,all_icu_adult,2024,75+,Female,17,536,127,
UCMC,all_icu_adult,2024,75+,Female,18,42,12,
UCMC,all_icu_adult,2024,75+,Female,24,<10,<10,
UCMC,all_icu_adult,2024,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2024,75+,Female,37,<10,<10,
UCMC,all_icu_adult,2024,75+,Female,44,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,06,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,08,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,17,460,93,
UCMC,all_icu_adult,2024,75+,Male,18,89,18,
UCMC,all_icu_adult,2024,75+,Male,19,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,21,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,29,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,35,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,37,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,39,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,51,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,55,<10,<10,
UCMC,all_icu_adult,2024,75+,Male,56,<10,<10,
UCMC,all_icu_adult,2025,18-39,Male,17,<10,<10,
UCMC,all_icu_adult,2025,40-64,Female,17,<10,<10,
UCMC,all_icu_adult,2025,40-64,Male,18,<10,<10,
UCMC,all_icu_adult,2025,75+,Male,17,<10,<10,
