site_name,population_id,admit_year,age_band,sex_group,state_fips,hospitalizations,deaths,mortality_pct
UCMC,cardiac_arrest_poa_icu,2023,75+,Female,13,<10,<10,
UCMC,cardiac_arrest_poa_icu,2023,75+,Female,17,19,12,
UCMC,cardiac_arrest_poa_icu,2023,75+,Male,17,12,<10,
UCMC,cardiac_arrest_poa_icu,2023,75+,Male,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,18-39,Female,17,11,<10,
UCMC,cardiac_arrest_poa_icu,2024,18-39,Female,55,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,18-39,Male,12,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,18-39,Male,17,18,10,
UCMC,cardiac_arrest_poa_icu,2024,18-39,Male,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Female,17,39,15,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Female,39,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Male,17,68,45,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Male,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Male,37,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,40-64,Male,48,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,65-74,Female,17,29,14,
UCMC,cardiac_arrest_poa_icu,2024,65-74,Female,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,65-74,Male,17,33,20,
UCMC,cardiac_arrest_poa_icu,2024,65-74,Male,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,65-74,Male,48,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,75+,Female,17,15,11,
UCMC,cardiac_arrest_poa_icu,2024,75+,Male,17,21,12,
UCMC,cardiac_arrest_poa_icu,2024,75+,Male,18,<10,<10,
UCMC,cardiac_arrest_poa_icu,2024,75+,Male,55,<10,<10,
